movieId,title,genres,cluster
55276,Michael Clayton (2007),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55278,Sleuth (2007),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55280,Lars and the Real Girl (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",9
55282,30 Days of Night (2007),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55284,Rendition (2007),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55286,Things We Lost in the Fire (2007),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
55288,Reservation Road (2007),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55290,Gone Baby Gone (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",9
55292,"Comebacks, The (2007)","['C', 'o', 'm', 'e', 'd', 'y']",9
55298,"Dog Problem, The (2006)","['C', 'o', 'm', 'e', 'd', 'y']",9
55343,Straightheads (Closure) (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",9
55360,Climates (Iklimler) (2006),"['D', 'r', 'a', 'm', 'a']",9
55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",9
55369,Chronicle of a Summer (Chronique d'un été) (1961),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
55373,"Breaking Point, The (1950)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r']",9
55389,"Nanny, The (1965)","['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55402,Beaufort (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",9
55408,The Killing Floor (2007),"['C', 'r', 'i', 'm', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",9
55417,Irina Palm (2007),"['D', 'r', 'a', 'm', 'a']",9
55419,I'm Reed Fish (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
55440,"Final Season, The (2007)","['D', 'r', 'a', 'm', 'a']",9
55442,Persepolis (2007),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a']",9
55444,Control (2007),"['D', 'r', 'a', 'm', 'a']",9
55451,The Jane Austen Book Club (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
55460,And the Pursuit of Happiness (La poursuite du bonheur) (1986),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
55462,Frostbitten (Frostbiten) (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",9
55469,Graveyard of Honor (Shin jingi no hakaba) (2002),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55485,Fugitive Pieces (2007),"['D', 'r', 'a', 'm', 'a']",9
55489,"Good Time Girls, The (Bonnes femmes, Les) (1960)","['D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
55492,"Last Winter, The (2006)","['H', 'o', 'r', 'r', 'o', 'r']",9
55498,Silk (2007),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",9
55507,"Mary, Queen of Scots (1971)","['D', 'r', 'a', 'm', 'a']",9
55549,Manufacturing Dissent (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",9
55553,Black Sheep (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'H', 'o', 'r', 'r', 'o', 'r']",9
55555,"Edge of Heaven, The (Auf der anderen Seite) (2007)","['D', 'r', 'a', 'm', 'a']",9
55566,Tyler Perry's Why Did I Get Married? (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",9
55577,Saw IV (2007),"['C', 'r', 'i', 'm', 'e', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55603,My Mom's New Boyfriend (2008),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",9
55620,For the Bible Tells Me So (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
55628,"Monster Walks, The (1932)","['H', 'o', 'r', 'r', 'o', 'r']",4
55652,Scum (1979),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",4
55671,"Sea Wolf, The (1941)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a']",4
55687,My Kid Could Paint That (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
55691,"Amanece, que no es poco (1989)","['C', 'o', 'm', 'e', 'd', 'y']",4
55705,Secret Sunshine (Milyang) (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
55713,"Reckless Moment, The (1949)","['D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r']",4
55721,Elite Squad (Tropa de Elite) (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
55726,"Year My Parents Went on Vacation, The (O Ano em Que Meus Pais Saíram de Férias) (2006)","['D', 'r', 'a', 'm', 'a']",4
55729,King of California (2007),"['C', 'o', 'm', 'e', 'd', 'y']",4
55732,Martian Child (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
55737,Flight of the Living Dead (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
55757,Chilly Scenes of Winter (Head Over Heels) (1979),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
55765,American Gangster (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
55768,Bee Movie (2007),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
55805,Before the Devil Knows You're Dead (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)","['D', 'r', 'a', 'm', 'a']",4
55820,No Country for Old Men (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",4
55826,Ripley Under Ground (2005),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
55830,Be Kind Rewind (2008),"['C', 'o', 'm', 'e', 'd', 'y']",4
55844,Itty Bitty Titty Committee (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
55851,Crazy Love (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
55856,Azur & Asmar (Azur et Asmar) (2006),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n']",4
55872,August Rush (2007),"['D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",4
55875,Space Is The Place (1974),"['S', 'c', 'i', '-', 'F', 'i']",4
55895,"Desperate Hours, The (1955)","['D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
55901,"You, the Living (Du levande) (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",4
55908,"Man from Earth, The (2007)","['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
55926,Hellfighters (1968),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",4
55946,Lions For Lambs (2007),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r', '|', 'W', 'a', 'r']",4
55955,Fred Claus (2007),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
55995,Beowulf (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'I', 'M', 'A', 'X']",4
55999,Mr. Magorium's Wonder Emporium (2007),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
56001,Love in the Time of Cholera (2007),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56003,Southland Tales (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56006,Ever Since the World Ended (2001),"['F', 'a', 'n', 't', 'a', 's', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56009,"American Soldier, The (Der amerikanische Soldat) (1970)","['D', 'r', 'a', 'm', 'a']",4
56012,"Evening with Kevin Smith 2: Evening Harder, An (2006)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56015,Kansas City Confidential (1952),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'i', 'l', 'm', '-', 'N', 'o', 'i', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",4
56022,Harrison Bergeron (1995),"['D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56028,Rails & Ties (2007),"['D', 'r', 'a', 'm', 'a']",4
56051,Heavens Fall (2006),"['D', 'r', 'a', 'm', 'a']",4
56060,I Served the King of England (Obsluhoval jsem anglického krále) (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'a', 'r']",4
56067,Texas Terror (1935),"['A', 'c', 't', 'i', 'o', 'n', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",4
56069,Murder Party (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56079,Smiley Face (2007),"['C', 'o', 'm', 'e', 'd', 'y']",4
56093,12 (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r', '|', 'W', 'a', 'r']",4
56095,XXY (2007),"['D', 'r', 'a', 'm', 'a']",4
56098,"Steel Helmet, The (1951)","['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
56145,"Mist, The (2007)","['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56152,Enchanted (2007),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56156,Hitman (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56158,This Christmas (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56165,P2 (2007),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56167,Om Shanti Om (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56169,Awake (2007),"['D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56171,"Golden Compass, The (2007)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
56174,I Am Legend (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r', '|', 'I', 'M', 'A', 'X']",4
56176,Alvin and the Chipmunks (2007),"['C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y']",4
56251,Futurama: Bender's Big Score (2007),"['A', 'n', 'i', 'm', 'a', 't', 'i', 'o', 'n', '|', 'C', 'o', 'm', 'e', 'd', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56253,Symbiopsychotaxiplasm: Take One (1968),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56274,Margot at the Wedding (2007),"['D', 'r', 'a', 'm', 'a']",4
56286,I'm Not There (2007),"['D', 'r', 'a', 'm', 'a']",4
56313,"Shepherd of the Hills, The (1941)","['D', 'r', 'a', 'm', 'a']",4
56331,As Far As My Feet Will Carry Me (So weit die Füße tragen) (2001),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
56333,"Savages, The (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56336,Wrong Turn 2: Dead End (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56339,"Orphanage, The (Orfanato, El) (2007)","['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56350,That Hamilton Woman (1941),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e', '|', 'W', 'a', 'r']",4
56367,Juno (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56370,"Goodbye Bafana (Color of Freedom, The) (2007)","['D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
56372,Tokyo Twilight (Tôkyô boshoku) (1957),"['D', 'r', 'a', 'm', 'a']",4
56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56389,My Blueberry Nights (2007),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56432,"Swimming Pool, The (La piscine) (1969)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a']",4
56449,Cake (2005),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56456,Day of the Dead 2: Contagium (2005),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56474,My Mother (Ma mère) (2004),"['D', 'r', 'a', 'm', 'a']",4
56479,Party Monster (1998),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56508,Starting Out in the Evening (2007),"['D', 'r', 'a', 'm', 'a']",4
56511,Redacted (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
56561,10 Questions for the Dalai Lama (2006),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56563,Helvetica (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56580,"War on Democracy, The (2007)","['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56587,"Bucket List, The (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56599,Fall From Grace (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56607,"Kite Runner, The (2007)","['D', 'r', 'a', 'm', 'a']",4
56612,Sex and Fury (Furyô anego den: Inoshika Ochô) (1973),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56614,"Regular Lovers (Amants réguliers, Les) (2005)","['D', 'r', 'a', 'm', 'a']",4
56620,"Deaths of Ian Stone, The (2007)","['H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56626,Robin Hood (1922),"['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56631,Densha otoko (Train Man) (2005),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56633,Butterfly on a Wheel (Shattered) (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56651,Seduced and Abandoned (Sedotta e abbandonata) (1964),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56671,"Go-Getter, The (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56693,Close My Eyes (1991),"['D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56702,"Maidens' Conspiracy, The (Tirante el Blanco) (2006)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",4
56715,Wristcutters: A Love Story (2006),"['D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56719,Vitus (2006),"['D', 'r', 'a', 'm', 'a']",4
56748,"Big Bad Swim, The (2006)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56775,National Treasure: Book of Secrets (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e']",4
56779,I Don't Want to Sleep Alone (Hei yan quan) (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
56782,There Will Be Blood (2007),"['D', 'r', 'a', 'm', 'a', '|', 'W', 'e', 's', 't', 'e', 'r', 'n']",4
56786,W.R.: Mysteries of the Organism  (1971),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y']",4
56788,Charlie Wilson's War (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'W', 'a', 'r']",4
56797,"Train Robbers, The (1973)","['W', 'e', 's', 't', 'e', 'r', 'n']",4
56801,AVPR: Aliens vs. Predator - Requiem (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
56805,Walk Hard: The Dewey Cox Story (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'M', 'u', 's', 'i', 'c', 'a', 'l']",4
56835,Pledge This! (2006),"['C', 'o', 'm', 'e', 'd', 'y']",4
56837,As You Like It (2006),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56846,Rabbit Without Ears (Keinohrhasen) (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56848,Ricochet (1991),"['A', 'c', 't', 'i', 'o', 'n', '|', 'C', 'r', 'i', 'm', 'e', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56869,Drained (O cheiro do Ralo) (2006),"['C', 'o', 'm', 'e', 'd', 'y']",4
56885,"Great Debaters, The (2007)","['D', 'r', 'a', 'm', 'a']",4
56908,Dedication (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56915,"Water Horse: Legend of the Deep, The (2007)","['A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'C', 'h', 'i', 'l', 'd', 'r', 'e', 'n', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
56921,Battlestar Galactica: Razor (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'D', 'r', 'a', 'm', 'a', '|', 'S', 'c', 'i', '-', 'F', 'i', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56931,"Mission, The (Cheung fo) (1999)","['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'M', 'y', 's', 't', 'e', 'r', 'y']",4
56941,P.S. I Love You (2007),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56945,"Perfect Holiday, The (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56949,27 Dresses (2008),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
56956,Savages (1972),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
56959,The Mad Magician (1954),"['H', 'o', 'r', 'r', 'o', 'r', '|', 'M', 'y', 's', 't', 'e', 'r', 'y', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
56995,Nanking (2007),"['D', 'o', 'c', 'u', 'm', 'e', 'n', 't', 'a', 'r', 'y', '|', 'W', 'a', 'r']",4
57017,"Pumpkin Eater, The (1964)","['D', 'r', 'a', 'm', 'a']",4
57027,Killing Words (Palabras encadenadas) (2003),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
57041,Santa Claus Conquers the Martians (1964),"['F', 'a', 'n', 't', 'a', 's', 'y', '|', 'S', 'c', 'i', '-', 'F', 'i']",4
57044,Two Sons of Francisco (2 Filhos de Francisco - A História de Zezé di Camargo & Luciano) (2005),"['D', 'r', 'a', 'm', 'a']",4
57069,Equinox Flower (Higanbana) (1958),"['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
57147,Cassandra's Dream (2007),"['C', 'r', 'i', 'm', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
57179,"Mostly Unfabulous Social Life of Ethan Green, The (2005)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'R', 'o', 'm', 'a', 'n', 'c', 'e']",4
57183,Like Stars on Earth (Taare Zameen Par) (2007),"['D', 'r', 'a', 'm', 'a']",4
57223,D-War (Dragon Wars) (2007),"['A', 'c', 't', 'i', 'o', 'n', '|', 'A', 'd', 'v', 'e', 'n', 't', 'u', 'r', 'e', '|', 'D', 'r', 'a', 'm', 'a', '|', 'F', 'a', 'n', 't', 'a', 's', 'y']",4
57243,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)","['C', 'o', 'm', 'e', 'd', 'y', '|', 'D', 'r', 'a', 'm', 'a']",4
57274,[REC] (2007),"['D', 'r', 'a', 'm', 'a', '|', 'H', 'o', 'r', 'r', 'o', 'r', '|', 'T', 'h', 'r', 'i', 'l', 'l', 'e', 'r']",4
